year,state_district,party,candidate,vote_pct
1978,Arizona2,democrat,Morris K. Udall,0.5253837163401627
1978,Arizona3,democrat,Bob Stump,0.8495173283306624
1978,Arizona4,republican,Eldon Rudd,0.631052031480297
1978,Arkansas1,democrat,Bill Alexander,1.0
1978,Arkansas2,republican,Edwin R. Bethune Jr.,0.5123405925053953
1978,Arkansas3,republican,John Paul Hammerschmidt,0.7844350374470856
1978,Arkansas4,democrat,Beryl Anthony Jr.,1.0
1978,California1,democrat,Harold T. Johnson,0.5935240878128379
1978,California2,republican,Don H. Clausen,0.5196177245074003
1978,California3,democrat,Robert T. Matsui,0.5343564401553395
1978,California4,democrat,Vic Fazio,0.5537265689571411
1978,California5,democrat,John L. Burton,0.668431569061261
1978,California6,democrat,Phillip Burton,0.6829954578852448
1978,California7,democrat,George Miller,0.6344604170884794
1978,California8,democrat,Ronald V. Dellums,0.5736305616889992
1978,California9,democrat,Fortney H. Stark Jr.,0.6537637437999985
1978,California10,democrat,Don Edwards,0.6712748883698019
1978,California11,democrat,Leo J. Ryan,0.6052364072355731
1978,California12,republican,Paul N. McCloskey Jr.,0.730749289439985
1978,California13,democrat,Norman Y. Mineta,0.574865563038532
1978,California14,republican,Norman D. Shumway,0.5339320191178843
1978,California15,democrat,Tony Coelho,0.6010901011780125
1978,California16,democrat,Leon E. Panetta,0.6137076039868982
1978,California17,republican,Charles Pashayan Jr.,0.544948753527594
1978,California18,republican,William M. Thomas,0.5925651791952298
1978,California19,republican,Robert J. Lagomarsino,0.7172709329203324
1978,California20,republican,Barry M. Goldwater,0.6638077058886745
1978,California21,democrat,James C. Corman,0.595055502746943
1978,California22,republican,Carlos J. Moorhead,0.6463519201787663
1978,California23,democrat,Anthony C. Beilenson,0.656435411242835
1978,California24,democrat,Henry A. Waxman,0.6266065654668522
1978,California25,democrat,Edward R. Roybal,0.6738683429779985
1978,California26,republican,John H. Rousselot,1.0
1978,California27,republican,Robert K. Dornan,0.5100187137705966
1978,California28,democrat,Julian C. Dixon,1.0
1978,California29,democrat,Augustus G. Hawkins,0.8499595964861977
1978,California30,democrat,George E. Danielson,0.7141732792823875
1978,California31,democrat,Charles H. Wilson,0.6775685577613594
1978,California32,democrat,Glenn M. Anderson,0.7142622745128319
1978,California33,republican,Wayne Grisham,0.5598037628543073
1978,California34,republican,Dan Lungren,0.5371829248036447
1978,California35,democrat,Jim Lloyd,0.5401330376940133
1978,California36,democrat,George E. Brown Jr.,0.6291635709537403
1978,California37,republican,Jerry Lewis,0.6139882941217135
1978,California38,democrat,Jerry M. Patterson,0.5860960324301656
1978,California39,republican,William E. Dannemeyer,0.6370881165116926
1978,California40,republican,Robert E. Badham,0.6594809133071708
1978,California41,republican,Bob Wilson,0.5813740045890133
1978,California42,democrat,Lionel Van Deerlin,0.7373727749144614
1978,California43,republican,Clair W. Burgener,0.6865660606757634
1978,Colorado1,democrat,Pat Schroeder,0.6145881304315531
1978,Colorado2,democrat,Tim Wirth,0.5289284931081883
1978,Colorado3,democrat,Ray Kogovsek,0.4925623223653512
1978,Colorado4,republican,James P.  (Jim) Johnson,0.6118415587806006
1978,Colorado5,republican,Ken Kramer,0.597821563272207
1978,Connecticut1,democrat,William R. Cotter,0.5954254653346005
1978,Connecticut2,democrat,Christopher J. Dodd,0.699125972640186
1978,Connecticut3,democrat,Robert N. Giaimo,0.5812578412481166
1978,Connecticut4,republican,Stewart B. McKinney,0.5835921594785956
1978,Connecticut5,democrat,William R. Ratchford,0.52315413194313
1978,Connecticut6,democrat,Anthony Toby Moffett,0.6418990033508033
1978,Delaware0,republican,Thomas B. Evans Jr.,0.5819085335668862
1978,Florida1,democrat,Earl Dewitt Hutto,0.6326197320485062
1978,Florida2,democrat,Don Fuqua,0.8174996552900281
1978,Florida3,democrat,Charles E. Bennett,1.0
1978,Florida4,democrat,Bill Chappell Jr.,0.731221240537209
1978,Florida5,republican,Richard Kelly,0.5106923616381505
1978,Florida6,republican,C. W. Bill Young,0.7875389342977194
1978,Florida7,democrat,Sam M. Gibbons,1.0
1978,Florida8,democrat,Andy Ireland,1.0
1978,Florida9,democrat,Bill Nelson,0.6149213347342687
1978,Florida10,republican,L. A. (Skip) Bafalis,1.0
1978,Florida11,democrat,Dan Mica,0.5528657167317338
1978,Florida12,democrat,Edward J. Stack,0.6164056966143959
1978,Florida13,democrat,William Lehman,1.0
1978,Florida14,democrat,Claude Pepper,0.6312945983366092
1978,Florida15,democrat,Dante B. Fascell,0.7417299330761786
1978,Georgia1,democrat,Bo Ginn,0.9999729451869488
1978,Georgia2,democrat,Dawson Mathis,0.9999526470309689
1978,Georgia3,democrat,Jack Brinkley,0.9999817790896833
1978,Georgia4,democrat,Elliott H. Levitas,0.8090400332827828
1978,Georgia5,democrat,Wyche Fowler Jr.,0.7547620751341682
1978,Georgia6,republican,Newton Leroy Gingrich,0.5440027732840305
1978,Georgia7,democrat,Larry P. McDonald,0.6648688334792308
1978,Georgia8,democrat,Billy Lee Evans,0.9997815162770374
1978,Georgia9,democrat,Ed Jenkins,0.7693083972199163
1978,Georgia10,democrat,Doug Barnard,0.9998404149212049
1978,Hawaii1,democrat,Cecil (Cee) Heftel,0.7326101271964787
1978,Hawaii2,democrat,Daniel K. Akaka,0.857310611277427
1978,Idaho1,republican,Steven D. Symms,0.5992312584686005
1978,Idaho2,republican,George Hansen,0.5730671046924221
1978,Illinois1,democrat,Bennett M. Stewart,0.5854033637224867
1978,Illinois2,democrat,Morgan F. Murphy,0.859997661490056
1978,Illinois3,democrat,Martin A. Russo,0.6519141689373297
1978,Illinois4,republican,Edward J. Derwinski,0.6686657839395591
1978,Illinois5,democrat,John G. Fary,0.8399741289806478
1978,Illinois6,republican,Henry J. Hyde,0.6618717596423177
1978,Illinois7,democrat,Cardiss Collins,0.8630065742975637
1978,Illinois8,democrat,Dan Rostenkowski,0.8595956184968658
1978,Illinois9,democrat,Sidney R. Yates,0.7532718965383722
1978,Illinois10,democrat,Abner J. Mikva,0.501819874487547
1978,Illinois11,democrat,Frank Annunzio,0.7372450988111172
1978,Illinois12,republican,Philip M. Crane,0.7953575412962897
1978,Illinois13,republican,Robert M. McClory,0.611621379060131
1978,Illinois14,republican,John N. Erlenborn,0.7506748683453556
1978,Illinois15,republican,Tom Corcoran,0.6238311267475234
1978,Illinois16,republican,John B. Anderson,0.654272050737795
1978,Illinois17,republican,George M. O'Brien,0.7062146892655368
1978,Illinois18,republican,Robert H. Michel,0.6587262669138942
1978,Illinois19,republican,Tom Railsback,0.999777258046553
1978,Illinois20,republican,Paul Findley,0.6963506395786305
1978,Illinois21,republican,Edward R. Madigan,0.7827459105254282
1978,Illinois22,republican,Daniel B. Crane,0.5399007422372524
1978,Illinois23,democrat,Melvin Price,0.7416912242145747
1978,Illinois24,democrat,Paul Simon,0.6562974158192562
1978,Indiana1,democrat,Adam Benjamin Jr.,0.8025618276588666
1978,Indiana2,democrat,Floyd J. Fithian,0.5652567602793288
1978,Indiana3,democrat,John Brademas,0.5552812829055256
1978,Indiana4,republican,Dan Quayle,0.6436135776912809
1978,Indiana5,republican,Elwood H. Hillis,0.6761423922409189
1978,Indiana6,democrat,David W. Evans,0.5218412658506308
1978,Indiana7,republican,John T. Myers,0.5630925244780604
1978,Indiana8,republican,H. Joel Deckard,0.5199313597164205
1978,Indiana9,democrat,Lee H. Hamilton,0.6563361742735858
1978,Indiana10,democrat,Philip R. Sharp,0.5609750500986677
1978,Indiana11,democrat,Andrew Jacobs Jr.,0.5724444113513463
1978,Iowa1,republican,Jim Leach,0.6346711126989798
1978,Iowa2,republican,Thomas J. Tauke,0.5227014347594583
1978,Iowa3,republican,Charles E. Grassley,0.7482297403619197
1978,Iowa4,democrat,Neal Smith,0.6469590891152783
1978,Iowa5,democrat,Tom Harkin,0.5893135781261184
1978,Iowa6,democrat,Berkley Bedell,0.6628606637811029
1978,Kansas1,republican,Keith G. Sebelius,1.0
1978,Kansas2,republican,James E. Jeffries,0.5202854049932257
1978,Kansas3,republican,Larry Winn Jr.,1.0
1978,Kansas4,democrat,Dan Glickman,0.6954435285048579
1978,Kansas5,republican,"Robert """"Bob"""" Whittaker",0.5704933473064219
1978,Kentucky1,democrat,Carroll Hubbard,0.9998412590425653
1978,Kentucky2,democrat,William Natcher,0.999506294742039
1978,Kentucky3,democrat,Romano L. Mazzoli,0.6566791510611736
1978,Kentucky4,republican,M. Gene Snyder,0.6584057094985101
1978,Kentucky5,republican,Tim Lee Carter,0.791738450528771
1978,Kentucky6,republican,Larry J. Hopkins,0.5064507034037548
1978,Kentucky7,democrat,Carl D. Perkins,0.764743399584693
1978,Louisiana1,republican,Bob Livingston,1.0
1978,Louisiana2,democrat,Lindy (Mrs. Hale) Boggs,1.0
1978,Louisiana3,republican,David C. Treen,1.0
1978,Louisiana4,democrat,"Claude """"Buddy"""" Leach",0.5010160427807486
1978,Louisiana5,democrat,Jerry Huckaby,1.0
1978,Louisiana6,republican,W. Henson Moore,1.0
1978,Louisiana7,democrat,John Breaux,1.0
1978,Louisiana8,democrat,Gillis W. Long,1.0
1978,Maine1,republican,David F. Emery,0.6147593963915821
1978,Maine2,republican,Olympia J. Snowe,0.5082092269283448
1978,Maryland1,republican,Robert E. Bauman,0.6350370165089672
1978,Maryland2,democrat,Clarence D. Long,0.6640379292463313
1978,Maryland3,democrat,Barbara A. Mikulski,1.0
1978,Maryland4,republican,Marjorie S. Holt,0.6204438571937725
1978,Maryland5,democrat,Gladys Noon Spellman,0.7719807683153235
1978,Maryland6,democrat,Beverly B. Byron,0.8966541377423778
1978,Maryland7,democrat,Parren J. Mitchell,0.8869707618300297
1978,Maryland8,democrat,Michael D. Barnes,0.5126645705194854
1978,Massachusetts1,republican,Silvio Conte,0.9989008323352385
1978,Massachusetts2,democrat,Edward P. Boland,0.7282099814308964
1978,Massachusetts3,democrat,Joseph D. Early,0.7518238518238518
1978,Massachusetts4,democrat,Robert F. Drinan,0.9987622319290347
1978,Massachusetts5,democrat,James M. Shannon,0.5220956561520955
1978,Massachusetts6,democrat,Nicholas Mavroules,0.5375128013507154
1978,Massachusetts7,democrat,Edward J. Markey,0.8483448492828263
1978,Massachusetts8,democrat,Thomas P. O'Neill Jr.,0.7460855340032718
1978,Massachusetts9,democrat,John J. Moakley,0.9180577283432756
1978,Massachusetts10,republican,Margaret Heckler,0.6114149152176908
1978,Massachusetts11,democrat,Brian J. Donnelly,0.9171161526742702
1978,Massachusetts12,democrat,Gerry E. Studds,0.9991235956326792
1978,Michigan1,democrat,John Conyers,0.9287238671446035
1978,Michigan2,republican,Carl D. Pursell,0.6755747405179939
1978,Michigan3,democrat,Howard Wolpe,0.5133141703871323
1978,Michigan4,republican,Dave Stockman,0.7063978446872132
1978,Michigan5,republican,Harold S. Sawyer,0.49438487482320514
1978,Michigan6,democrat,Bob Carr,0.567270390142786
1978,Michigan7,democrat,Dale E. Kildee,0.766337065580922
1978,Michigan8,democrat,Bob Traxler,0.6656832938266516
1978,Michigan9,republican,Guy Vander Jagt,0.6959600498239666
1978,Michigan10,democrat,Donald Joseph Albosta,0.5147432872893719
1978,Michigan11,republican,Robert W. Davis,0.5492119588451563
1978,Michigan12,democrat,David E. Bonior,0.5491136490103077
1978,Michigan13,democrat,Charles C. Diggs,0.7918044673964947
1978,Michigan14,democrat,Lucien N. Nedzi,0.6735708102215525
1978,Michigan15,democrat,William D. Ford,0.7958258396419758
1978,Michigan16,democrat,John D. Dingell,0.7647713965162843
1978,Michigan17,democrat,William M. Brodhead,0.9520751607645046
1978,Michigan18,democrat,James J. Blanchard,0.7446540797638967
1978,Michigan19,republican,William S. Broomfield,0.7128632119684962
1978,Minnesota1,republican,Arlen Erdahl,0.5618872142459769
1978,Minnesota2,republican,Tom Hagedorn,0.7038888996456716
1978,Minnesota3,republican,Bill Frenzel,0.6573394799850928
1978,Minnesota4,democrat,Bruce F. Vento,0.5803972548901049
1978,Minnesota5,democrat,Martin Olav Sabo,0.6232569839618729
1978,Minnesota6,democrat,Richard Nolan,0.5527782018012517
1978,Minnesota7,republican,Arlan Stangeland,0.516862923876775
1978,Minnesota8,democrat,James L. Oberstar,0.8717790660947354
1978,Mississippi1,democrat,Jamie L. Whitten,0.6657844946663417
1978,Mississippi2,democrat,David Bowen,0.6174845837615622
1978,Mississippi3,democrat,G. V. (Sonny) Montgomery,0.9236282052446568
1978,Mississippi4,republican,Jon Clifton Hinson,0.5163397208851754
1978,Mississippi5,republican,Trent Lott,1.0
1978,Missouri1,democrat,William (Bill) Clay,0.6660943339056661
1978,Missouri2,democrat,Robert A. Young,0.5641864850936921
1978,Missouri3,democrat,Richard A. Gephardt,0.8189173167347049
1978,Missouri4,democrat,Ike Skelton,0.7279940191964501
1978,Missouri5,democrat,Richard Bolling,0.7196992929177874
1978,Missouri6,republican,E. Thomas Coleman,0.5594114750774756
1978,Missouri7,republican,Gene Taylor,0.6117940286805876
1978,Missouri8,democrat,Richard H. Ichord,0.6046247916901603
1978,Missouri9,democrat,Harold L. Volkmer,0.7469400160251982
1978,Missouri10,democrat,Bill D. Burlison,0.6529983205453288
1978,Montana1,democrat,Pat Williams,0.5730236028485967
1978,Montana2,republican,Ron Marlenee,0.5686174444260991
1978,Nebraska1,republican,Douglas K. Bereuter,0.5813214814118973
1978,Nebraska2,democrat,John J. Cavanaugh,0.5231477713572611
1978,Nebraska3,republican,Virginia Smith,0.8001277067040369
1978,Nevada0,democrat,Jim Santini,0.7242453557198839
1978,New Hampshire1,democrat,Norman E. D'Amours,0.6160613848847171
1978,New Hampshire2,republican,James C. Cleveland,0.6812888355187338
1978,New Jersey1,democrat,James J. Florio,0.7940128723245024
1978,New Jersey2,democrat,William J. Hughes,0.6642594174299767
1978,New Jersey3,democrat,James J. Howard,0.5595582558490819
1978,New Jersey4,democrat,Frank Thompson Jr.,0.6108465188477888
1978,New Jersey5,republican,Millicent H. Fenwick,0.7255396227502214
1978,New Jersey6,republican,Edwin B. Forsythe,0.6036144253090752
1978,New Jersey7,democrat,Andrew Maguire,0.5254764683002723
1978,New Jersey8,democrat,Robert A. Roe,0.744562771861407
1978,New Jersey9,republican,Harold C. Hollenbeck,0.4893476740701275
1978,New Jersey10,democrat,Peter W. Rodino Jr.,0.8635401477021497
1978,New Jersey11,democrat,Joseph G. Minish,0.7053701247862975
1978,New Jersey12,republican,Matthew J. Rinaldo,0.7337185645881197
1978,New Jersey13,republican,James A. Courter,0.5184194113031406
1978,New Jersey14,democrat,Frank J. Guarini,0.6361116385038922
1978,New Jersey15,democrat,Edward J. Patten,0.4827502890771966
1978,New Mexico1,republican,Manuel Lujan Jr.,0.6252780190217967
1978,New Mexico2,democrat,Harold Runnels,1.0
1978,New York1,republican,William Carney,0.471810941050161
1978,New York2,democrat,Thomas J. Downey,0.5486121104893803
1978,New York3,democrat,Jerome A. Ambro,0.5085887358476959
1978,New York4,republican,Norman F. Lent,0.5601177931920001
1978,New York5,republican,John W. Wydler,0.510919433496351
1978,New York6,democrat,Lester Wolff,0.555257566527495
1978,New York7,democrat,Joseph P. Addabbo,0.7270684796301347
1978,New York8,democrat,Benjamin S. Rosenthal,0.7244700741581059
1978,New York9,democrat,Geraldine A. Ferraro,0.5417409560382753
1978,New York10,democrat,Mario Biaggi,0.6297997830881905
1978,New York11,democrat,James H. Scheuer,0.7430554632129037
1978,New York12,democrat,Shirley Chisholm,0.7311541483075452
1978,New York13,democrat,Stephen J. Solarz,0.7604285764801565
1978,New York14,democrat,Frederick W. Richmond,0.7127254877899128
1978,New York15,democrat,Leo C. Zeferetti,0.5895950560617162
1978,New York16,democrat,Elizabeth Holtzman,0.7251337632048291
1978,New York17,democrat,John M. Murphy,0.542491571712968
1978,New York18,republican,S. William Green,0.505139937533355
1978,New York19,democrat,Charles B. Rangel,0.795986514171412
1978,New York20,democrat,Ted S. Weiss,0.7565844922039612
1978,New York21,democrat,Robert Garcia,0.8494825964252116
1978,New York22,democrat,Jonathan B. Bingham,0.774804186892335
1978,New York23,democrat,Peter A. Peyser,0.5160843729583424
1978,New York24,democrat,Richard L. Ottinger,0.5607267426727055
1978,New York25,republican,Hamilton Fish Jr.,0.7823561928029864
1978,New York26,republican,Benjamin A. Gilman,0.6234665597227096
1978,New York27,democrat,Matthew F. McHugh,0.5576108028611538
1978,New York28,democrat,Samuel S. Stratton,0.76293421520129
1978,New York29,republican,Gerald B. H. Solomon,0.4916432801550295
1978,New York30,republican,Robert C. McEwen,0.5627942207088905
1978,New York31,republican,Donald J. Mitchell,0.9130168566949003
1978,New York32,democrat,James M. Hanley,0.5241663286840677
1978,New York33,republican,Gary A. Lee,0.5595033027249176
1978,New York34,republican,Frank Horton,0.4405657431588509
1978,New York35,republican,Barber B. Conable,0.693534305484404
1978,New York36,democrat,John J. LaFalce,0.7121639840008342
1978,New York37,democrat,Henry J. Nowak,0.7474715024758782
1978,New York38,republican,Jack Kemp,0.8326840475476975
1978,New York39,democrat,Stanley N. Lundine,0.5845040348707075
1978,North Carolina1,democrat,Walter Jones,0.801088370992547
1978,North Carolina2,democrat,L. H. Fountain,0.7823991499373838
1978,North Carolina3,democrat,Charles Whitely,0.7108430589279653
1978,North Carolina4,democrat,Ike Andrews,0.9436233081273432
1978,North Carolina5,democrat,Stephen L. Neal,0.541819299033394
1978,North Carolina6,democrat,Richardson Preyer,0.6840199823684984
1978,North Carolina7,democrat,Charles Rose,0.6987845188829026
1978,North Carolina8,democrat,W. G. (Bill) Hefner,0.5897488563159369
1978,North Carolina9,republican,James G. Martin,0.6832706766917294
1978,North Carolina10,republican,James T. Broyhill,1.0
1978,North Carolina11,democrat,Lamar Gudger,0.5340712849984429
1978,North Dakota0,republican,Mark Andrews,0.6704612507602785
1978,Ohio1,republican,Willis D. Gradison Jr.,0.6445970447319325
1978,Ohio2,democrat,Thomas A. Luken,0.5235560460247651
1978,Ohio3,democrat,Tony P. Hall,0.5380723262901955
1978,Ohio4,republican,Tennyson Guyer,0.6849561772121503
1978,Ohio5,republican,Delbert Latta,0.6261766385102988
1978,Ohio6,republican,William H. Harsha,0.6488666515048139
1978,Ohio7,republican,Clarence J. Brown,1.0
1978,Ohio8,republican,Thomas N. Kindness,0.714074543342836
1978,Ohio9,democrat,Thomas Ludlow Ashley,0.6338749027650096
