Total population,Male,Female,White alone,Black or African American alone,American Indian & Alaska Native alone,Asian alone,Native Hawaiian & Other Pacific Islander alone,Some other race alone, Two or more races,Hispanic or Latino (any race),Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Total enrolled in school,Total not enrolled in school,Total enrolled in public school,Total enrolled in private school,Males for population,"Males 12th grade, no diploma",Males Highschool diploma,Males Bachelor's degree,Females for population,"Females 12th grade, no diploma",Females Highschool diploma,Females Bachelor's degree,Total pop over 5,Speak only English,Males for population poverty,Males unemployed,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Household population,"$200,000 or more","Less than $10,000",Population for veterans,Veteran,Population for employment,"Agriculture, forestry, fishing and hunting, and mining","Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",NAME,state,congressional district,year
748182,364639,383543,598504,37160,968,73451,0,28131,9968,91297,105386,51247,415100,0.4650,1360,42.4,43533,28466,563492,171820,199121,528000,160910,38211,241283,2494,50778,72616,268506,2829,57923,79529,711078,544393,585754,635,59853200,37426172900,222229,45379,5942,571276,27907,387554,1253,42260,57512,"Congressional District 7 (114th Congress), New Jersey",34,07,2014
762249,386692,375557,437554,77982,780,72450,368,152563,20552,418808,53397,29182,307400,0.4878,1169,34.4,26797,74244,358306,157820,181061,549188,156237,24824,264084,5524,81205,50515,264285,5650,73152,52713,708665,230945,610849,5510,246581400,21121083200,167956,12462,11836,599242,12336,395956,222,35887,58766,"Congressional District 8 (114th Congress), New Jersey",34,08,2014
759352,368294,391058,435583,78475,3642,95044,188,121210,25210,273980,60540,30330,351600,0.4921,1257,37.2,31014,58200,374660,172547,188404,541621,158436,29968,243383,5586,79939,52591,272940,4812,80224,58074,709014,328081,597652,2228,281191300,21916513100,162025,13398,12408,581384,19213,359438,310,26853,43513,"Congressional District 9 (114th Congress), New Jersey",34,09,2014
742855,352113,390742,215409,398692,2066,47145,162,65387,13994,140362,47363,26025,263600,0.5055,1071,35.6,26281,23133,185507,164655,202623,508146,170543,32080,224396,4647,77682,37201,263220,5921,80511,50104,688516,460866,569004,7996,258727400,18149634100,80069,7809,5025,566394,19572,335782,136,24096,40273,"Congressional District 10 (114th Congress), New Jersey",34,10,2014
739014,355580,383434,606493,28359,654,73593,148,15770,13997,78129,98964,49017,420100,0.4539,1392,43.2,43977,24123,572029,157239,185958,531339,145302,40656,246459,3708,52395,79706,274726,3365,63239,84595,701760,531239,586417,1439,45769800,35047452800,225463,42075,5788,578445,27719,378000,654,39971,57797,"Congressional District 11 (114th Congress), New Jersey",34,11,2014
742832,365520,377312,434703,126732,1590,122599,400,41350,15458,120388,77694,39034,321000,0.4645,1248,39.5,35455,32209,389690,157584,186641,531237,151577,35064,246644,4048,56392,59696,268313,3530,63412,62532,699605,463575,579589,3676,128309400,28164646900,168210,21700,5569,579658,25534,372555,763,33497,59536,"Congressional District 12 (114th Congress), New Jersey",34,12,2014
699493,341172,358321,507433,18139,30890,15965,182,95682,31202,341161,46267,26206,180200,0.4840,800,37.7,25023,85192,417114,147847,186001,488816,159230,26771,228194,4796,57922,37768,245717,3019,56991,47760,,,549661,6068,270793500,17633239300,207673,9113,18223,540010,50402,314591,2943,16516,41858,"Congressional District 1 (114th Congress), New Mexico",35,01,2014
699424,350324,349100,575111,13100,40191,6487,312,48672,15551,373265,41013,20281,118600,0.4630,713,36.1,19921,126172,433334,165226,192995,476438,180045,12950,219008,4181,67594,27840,225280,3974,57455,29658,,,520263,6775,309743500,13444759000,212311,4411,23283,518837,51606,274589,23522,11425,23203,"Congressional District 2 (114th Congress), New Mexico",35,02,2014
686655,341283,345372,442915,10038,127369,9114,98,80466,16655,279728,47785,24579,170900,0.4764,822,38.0,24277,59619,377280,155244,181803,479687,162789,19014,219849,5351,64423,28320,235774,3802,57899,35601,,,526728,5782,234203200,15695506400,175110,6547,11998,516894,50047,285573,14129,14599,29814,"Congressional District 3 (114th Congress), New Mexico",35,03,2014
725932,357136,368796,629036,38755,3170,28047,0,12103,14821,92936,84668,38425,363400,0.4417,1589,41.8,36335,36150,580974,150821,181702,523433,156875,24827,241320,3378,70764,48008,259020,3725,74615,47543,686098,564405,567433,1740,77442900,27059314900,226122,26674,7456,567821,36670,353964,3554,24166,39799,"Congressional District 1 (114th Congress), New York",36,01,2014
724171,353836,370335,554025,73335,659,18039,180,55253,22680,159500,86442,33120,356400,0.3975,1597,39.1,35384,31396,517494,154017,182299,521651,156018,26281,236105,4804,77513,43584,256177,5416,86306,42927,,,577106,1703,83548000,22945651400,185438,17629,6402,561496,31426,368119,480,24931,35115,"Congressional District 2 (114th Congress), New York",36,02,2014
718780,351286,367494,539795,19893,1241,108061,0,37668,12122,88397,100835,50114,552900,0.4862,1751,44.4,41314,27931,503688,150675,182494,518285,137372,45122,241676,4001,43882,70692,262744,4006,57661,67841,685912,471769,573756,1484,88910000,35230645400,200295,42462,6381,563421,28825,341413,977,38701,50691,"Congressional District 3 (114th Congress), New York",36,03,2014
721920,348977,372943,475570,105226,2051,46066,0,58554,34453,144746,92472,40009,424800,0.4474,1598,40.3,36815,23578,444857,155487,183599,513908,131817,51782,232148,4607,55778,52673,262786,4560,67236,55348,678335,477217,570251,1848,92817800,27921758100,168839,30282,4172,561023,25807,359819,457,33266,45709,"Congressional District 4 (114th Congress), New York",36,04,2014
760487,359182,401305,132469,389545,2935,104661,557,100906,29414,140237,59420,24295,397400,0.4402,1265,37.4,26808,17246,109954,161668,205449,527002,164152,41297,234888,8972,73885,32380,276239,10677,77644,44080,710133,479897,598516,4200,169751900,17275713200,47752,2393,4456,587562,19508,350103,112,21382,33764,"Congressional District 5 (114th Congress), New York",36,05,2014
733419,352235,381184,329763,27343,1965,291745,263,63604,18736,144020,58933,29321,493900,0.4625,1387,41.3,30144,31984,294248,129394,154851,553761,118989,35862,257001,6626,67775,57341,288161,6671,76665,56199,689971,235989,608141,4024,177160200,20616068000,139326,7564,8748,599582,14219,354530,210,35993,39384,"Congressional District 6 (114th Congress), New York",36,06,2014
732079,358337,373742,351153,87049,3318,142880,252,120887,26540,298027,48113,29097,597800,0.5523,1251,33.4,24369,74909,272373,157004,172828,523194,125063,47765,240162,8621,56150,49740,253906,10087,61907,47978,676878,252651,579631,6055,355371200,20442520000,126436,14365,9911,569584,8674,352208,855,27908,48810,"Congressional District 7 (114th Congress), New York",36,07,2014
758543,349362,409181,220944,417241,2235,37769,56,61440,18858,138162,42242,24648,476500,0.5116,1103,35.8,25428,44115,174318,158574,193702,537362,156470,37232,221614,7194,68772,41899,286449,8879,80581,52526,705923,467315,603549,6825,358381400,17966918900,92032,6080,12954,587809,13538,333481,720,23460,36330,"Congressional District 8 (114th Congress), New York",36,08,2014
755073,346318,408755,260056,374373,2075,53589,360,48456,16164,86673,49193,28007,545500,0.5162,1234,35.7,28456,35983,222955,161091,186814,535146,137083,49731,227374,6762,63202,50721,287976,8136,74083,58111,698301,459900,596738,7899,279263500,20400722500,103489,12305,6882,582025,12241,345908,0,24263,46320,"Congressional District 9 (114th Congress), New York",36,09,2014
736997,361494,375503,508244,26500,3141,135814,60,44003,19235,91783,81267,62462,869700,0.5831,1690,35.7,45716,79854,417867,143976,175205,531078,75909,99296,257269,5854,35407,80664,271367,6487,43347,82108,686374,372003,585029,3467,214635100,45011237900,229508,53208,15314,589109,13651,384871,703,60118,74077,"Congressional District 10 (114th Congress), New York",36,10,2014
726893,350356,376537,523059,53504,1737,94979,71,33383,20160,123967,62756,30174,465600,0.4771,1228,39.3,30412,69883,448634,156858,182250,518849,136340,45910,236349,8344,69410,51385,266892,5946,77897,51862,681354,403271,579290,2912,244256700,21445428700,197362,13977,14781,565712,22735,323592,201,28390,32260,"Congressional District 11 (114th Congress), New York",36,11,2014
729253,346456,382797,534814,37546,1612,97252,91,35762,22176,103602,94127,78605,867600,0.5557,1931,35.5,58695,45976,475180,86566,130297,576428,61972,68325,273586,3391,24918,105940,303212,4467,23827,121848,694562,470164,624636,3839,91925500,56020000400,284047,65557,17102,638499,14628,447901,0,84765,101167,"Congressional District 12 (114th Congress), New York",36,12,2014
782199,369671,412528,189494,234865,6070,39643,66,262990,49071,425942,37546,22295,418100,0.5227,1096,34.4,20613,42583,142571,154072,195809,555036,155699,40110,238538,8445,57845,40792,289125,9749,65045,51801,,,625921,9229,432732900,16273622200,79527,5597,9856,617512,12526,347216,111,24710,40972,"Congressional District 13 (114th Congress), New York",36,13,2014
752344,381018,371326,363006,84903,3619,127477,477,151648,21214,360598,51650,23211,438700,0.4357,1367,35.5,25622,53298,304146,147103,174868,548750,139715,35153,262640,10111,77059,42634,263989,9517,70473,45431,705731,219064,597732,5129,222672000,16452197100,130428,4826,8153,598013,12982,364658,439,21268,36519,"Congressional District 14 (114th Congress), New York",36,14,2014
750915,347800,403115,93823,257226,4186,12131,693,364777,18079,490350,24429,13309,346800,0.4972,992,30.6,15479,32219,57661,196797,220897,494872,196441,24456,194202,6161,57738,14892,249754,7885,62716,24844,,,557705,9357,638236900,9035142200,32154,287,7418,539653,9641,270015,18,14980,22618,"Congressional District 15 (114th Congress), New York",36,15,2014
732521,347620,384901,364206,224213,2528,40172,0,75371,26031,176253,63143,38367,436000,0.5468,1258,38.9,32294,39871,315870,162390,188467,518728,137751,50716,228356,6885,56763,46369,268468,5446,60083,54971,686855,451724,569534,5282,211269800,27184495900,142417,23745,10700,564969,21956,339069,499,30583,42288,"Congressional District 16 (114th Congress), New York",36,16,2014
739263,359066,380197,514553,79590,5120,43789,44,77288,18879,166389,91073,43247,449500,0.4895,1420,39.1,37027,51692,450963,176874,199727,512374,133533,66194,231370,6430,45233,56862,257874,6197,50077,62627,693064,445684,561217,1650,141687800,30985203900,180671,34890,6160,556754,22672,363271,810,29806,49271,"Congressional District 17 (114th Congress), New York",36,17,2014
720115,359158,360957,550462,68909,3129,21940,34,52338,23303,118771,77110,35914,287800,0.4668,1183,39.6,32466,52064,483664,164220,195840,500766,147348,48492,230405,4348,62574,46198,243509,3403,65591,46935,678881,531284,547704,2598,135070000,24934700100,196179,19989,8750,545289,35886,340644,2072,22172,38683,"Congressional District 18 (114th Congress), New York",36,18,2014
708116,351883,356233,635037,32276,884,11995,52,11048,16824,48985,56626,29457,195000,0.4482,922,44.3,27818,66664,547551,126243,161297,529861,135112,26185,247421,4540,81776,35819,253149,3743,76321,40655,675909,613763,561141,2789,105773100,19912904100,250507,10063,13736,572240,46812,332320,7108,19056,27301,"Congressional District 19 (114th Congress), New York",36,19,2014
727913,353534,374379,587787,65056,414,34335,38,13792,26491,44287,61584,32274,197500,0.4435,918,39.1,31395,52400,512965,143218,182988,523624,138609,44379,232608,2473,63525,46690,259197,2398,67530,50136,689394,615486,566987,4269,135389500,22686514200,246477,12038,11126,578896,40586,364707,1395,22192,37692,"Congressional District 20 (114th Congress), New York",36,20,2014
713276,365949,347327,654195,22198,6170,7421,185,8698,14409,24428,51653,25456,138800,0.4347,789,40.3,25461,89248,539767,137633,162505,526581,138526,23979,246247,3538,89077,29625,241171,3571,78685,32989,,,537899,5645,168993600,17539199000,259103,6507,17595,553858,55466,308225,6982,13250,22308,"Congressional District 21 (114th Congress), New York",36,21,2014
709851,349945,359906,640473,27807,2744,19165,125,6060,13477,24745,48538,24891,110000,0.4368,721,41.4,25003,86477,530254,137382,171868,516608,152097,19771,233878,3564,83577,31143,246655,4215,79060,33038,672700,618884,551360,3832,192936300,17024845100,256377,5478,16842,563514,49195,321076,5167,18803,25770,"Congressional District 22 (114th Congress), New York",36,22,2014
715663,356046,359617,651106,21339,5112,17140,82,4110,16774,26283,46797,24666,99500,0.4483,722,40.0,24414,97017,521978,135641,180204,512026,131627,48577,234162,3455,86657,30194,243258,2890,79842,35058,,,547036,3736,203160600,17192549100,263085,6065,18954,569798,52034,317687,9972,10486,19395,"Congressional District 23 (114th Congress), New York",36,23,2014
715188,349872,365316,604070,61125,3468,18696,111,7550,20168,29561,51649,27370,125800,0.4481,756,39.4,27004,73443,509237,145522,182102,509619,143163,38939,231758,4011,70184,41463,250968,3579,69472,40225,,,549726,4991,205171100,18869598900,249589,8976,15531,559314,44927,330832,3942,18743,29347,"Congressional District 24 (114th Congress), New York",36,24,2014
721227,347723,373504,546173,112173,4099,24776,61,11734,22211,58075,50888,29489,137000,0.4684,822,38.8,27166,44971,483291,150438,186147,510838,141032,45115,229019,3006,58557,51479,259713,4143,64017,49191,679442,592734,562685,4899,185836300,20214446800,229649,9310,10365,566416,35344,349358,828,18482,40512,"Congressional District 25 (114th Congress), New York",36,25,2014
717332,346478,370854,515978,130219,3398,29411,360,19426,18540,41788,43365,26583,110500,0.4741,740,38.9,24508,62051,441944,137121,174158,516580,144048,30110,231666,3794,67869,40808,261842,4739,71882,38578,,,571894,3145,252821800,18548387700,230640,6766,13812,572405,43246,336091,800,25779,31103,"Congressional District 26 (114th Congress), New York",36,26,2014
716757,353571,363186,665021,21267,4432,6262,356,7831,11588,21784,59377,30325,142000,0.4314,734,43.7,29934,57338,590709,143001,166556,530877,142094,24462,246962,3032,89163,38109,257287,3428,82291,38196,,,564168,3100,97996200,21197866000,267410,10186,12942,566585,47868,353077,8654,21583,30125,"Congressional District 27 (114th Congress), New York",36,27,2014
742851,353254,389597,290863,397405,5148,10530,428,23632,14845,61691,33955,19015,104000,0.4708,710,37.6,20275,44675,234973,152859,189551,523548,163037,26514,225340,3578,79724,24797,268006,4816,77859,37380,,,565498,9787,319648200,13506461700,121521,2756,9880,576058,45666,294418,5665,11651,23198,"Congressional District 1 (114th Congress), North Carolina",37,01,2014
774723,384687,390036,554735,131030,7300,31182,570,22041,27865,84488,50390,25858,157900,0.4540,845,36.4,26570,69812,474833,189397,203119,539882,173042,30077,242436,3193,62745,43574,264758,2438,68359,52306,,,564647,4353,223738700,19151123600,212484,8524,10246,552500,61678,326273,4731,16055,36752,"Congressional District 2 (114th Congress), North Carolina",37,02,2014
759653,385148,374505,559981,144442,2832,6353,247,22578,23220,59935,46272,23429,156800,0.4442,851,34.8,24280,69054,466670,157881,197630,532966,178271,19359,234320,3047,71258,30030,248721,3355,62563,43077,,,555413,6495,208106100,16910495800,219835,5330,15258,555539,74341,313857,6543,15281,22728,"Congressional District 3 (114th Congress), North Carolina",37,03,2014
795798,387451,408347,452826,236871,4069,46210,572,27138,28112,95083,47954,28821,181700,0.4924,901,33.1,26833,64490,366443,167793,243713,524458,201922,41791,243376,2772,46571,54772,267483,1587,49177,64975,747154,607199,596124,4989,208351800,22015588000,184492,13884,9932,610541,52118,392682,1881,24348,55139,"Congressional District 4 (114th Congress), North Carolina",37,04,2014
750233,363827,386406,611522,97030,1152,10290,245,19723,10271,66254,44546,24054,145800,0.4558,716,40.3,23464,103630,494454,156917,193101,535336,161891,31210,240599,3371,74067,36253,265587,4303,72910,47416,,,587597,6247,220046100,17350035900,245564,7063,18577,585908,47855,333106,3848,18692,32193,"Congressional District 5 (114th Congress), North Carolina",37,05,2014
755280,362725,392555,582565,118747,1838,18926,720,19003,13481,54296,48558,27125,153900,0.4606,782,42.1,26488,69689,501338,153839,176284,556910,145538,30746,247131,4089,74012,43371,279715,3308,76915,53321,,,596285,3604,161609800,19912430700,239450,9324,15446,593499,49025,346589,3908,20933,35700,"Congressional District 6 (114th Congress), North Carolina",37,06,2014
772311,377184,395127,578050,134007,14382,5850,250,22973,16799,70289,44557,24642,151800,0.4690,779,41.4,23572,83247,488595,165209,183857,562729,165298,18559,254979,4617,75885,40217,277245,3137,74636,47367,,,603025,5374,290397600,18519295600,231550,7821,13774,593250,61268,332005,8870,16468,31277,"Congressional District 7 (114th Congress), North Carolina",37,07,2014
746671,367766,378905,498903,143366,52158,9883,191,28395,13775,69504,42357,21156,124300,0.4412,697,39.0,22069,70979,419614,172113,189614,528645,169034,20580,239727,4445,84836,30359,259068,3479,78669,33768,,,570109,7458,277271400,15184914800,191792,4365,12161,564202,46970,317485,5201,16697,20376,"Congressional District 8 (114th Congress), North Carolina",37,08,2014
805960,388092,417868,621879,101463,3399,36379,627,18745,23468,68294,73755,40079,233300,0.4796,1047,38.3,36516,41378,576539,201426,216993,559532,168461,48532,253795,2867,40151,84705,289411,2317,48169,92764,,,616470,3408,113406000,31652031600,243773,29463,8669,598751,41489,408076,940,54398,54511,"Congressional District 9 (114th Congress), North Carolina",37,09,2014
744808,359296,385512,607265,88315,2116,10777,70,23206,13059,44194,42820,23609,137200,0.4653,696,41.9,22696,83813,512424,149636,171668,548726,150030,21638,245075,4322,75423,36356,273274,3443,76890,44115,,,588333,6148,207838200,16674458300,240091,5727,15017,582433,47489,322642,2742,14017,30219,"Congressional District 10 (114th Congress), North Carolina",37,10,2014
744956,364937,380019,664853,27553,12238,10075,1256,17119,11862,44078,40963,22673,154400,0.4436,688,44.4,22231,98059,554985,135061,159240,566497,139542,19698,255369,4525,77313,36799,280876,3064,76832,45047,,,600234,4566,216708700,16046358900,273650,4301,21702,600556,58428,316638,6027,15364,25802,"Congressional District 11 (114th Congress), North Carolina",37,11,2014
